Pasta,Documento,Tipo,Link
04_registros/AASP_Andamento-Processuais/evidencias,devops_andamentos_pr_detail_2.png,png,https://drive.google.com/file/d/1oBhgj_wDBy_Ap5QoTy-HRRu7a62wsa6S/view?usp=drivesdk
04_registros/AASP_Andamento-Processuais/evidencias,devops_andamentos_prs.png,png,https://drive.google.com/file/d/14Se4mDLpHgV5EjT8w7kd1TypMmOEmzMU/view?usp=drivesdk
04_registros/AASP_Andamento-Processuais/evidencias,devops_andamentos_tags.png,png,https://drive.google.com/file/d/1fGjCYwKyDczuhAJPkpaxCMdrrCi7BRc4/view?usp=drivesdk
04_registros/AASP_Andamento-Processuais/evidencias,estrutura_andamentosProcessuais.png,png,https://drive.google.com/file/d/1BQ_7ZiscsMUDn84a_vBXcghhchm29hLs/view?usp=drivesdk
04_registros/AASP_CNJ,00_INDICEAASPCNJ01_MapadeRegistros.docx,docx,https://drive.google.com/file/d/1kf3EdS_AsVImdD6P_03zCt-OF7_UHj6N/view?usp=drivesdk
04_registros/AASP_CNJ,ADAP-AASPCNJ01-001_Registro-de-Adaptacao.docx,docx,https://drive.google.com/file/d/14GFOTJj6jxDsV62h60zCqIgxnRW-DbWW/view?usp=drivesdk
04_registros/AASP_CNJ,ATA-AASPCNJ01-001_Ata-Alinhamento-Fluxo-CNJ.docx,docx,https://drive.google.com/file/d/12sOcC6FDaP-3OdoM1_duAMNNcbgYsQvb/view?usp=drivesdk
04_registros/AASP_CNJ,CAP-AASPCNJ01-001_Registro-de-Capacitacao-da-Equipe.docx,docx,https://drive.google.com/file/d/11db2exVuX-huVhgL8azaDzByfMFQv_pb/view?usp=drivesdk
04_registros/AASP_CNJ,CR-AASPCNJ01-001_Change-Request.docx,docx,https://drive.google.com/file/d/1J3XOn56R7ruWa8vhPAnVzI7r092DFLY-/view?usp=drivesdk
04_registros/AASP_CNJ,GCO-AASPCNJ01-001_Registro-de-Configuracao.docx,docx,https://drive.google.com/file/d/1IJozbK4BobNpyION4zPWa_s2auynxhv9/view?usp=drivesdk
04_registros/AASP_CNJ,GDE-AASPCNJ01-001_Registro-de-Analise-de-Decisao.docx,docx,https://drive.google.com/file/d/1EpobYWmsjCftVdxosshioK0mCuXVFlEq/view?usp=drivesdk
04_registros/AASP_CNJ,GEST-AASPCNJ01-001_Planilha-de-Gestao-do-Projeto.xlsx,xlsx,https://drive.google.com/file/d/1Vdng-5mBCjlXpajdZ6ScLD67c8e85qob/view?usp=drivesdk
04_registros/AASP_CNJ,GQA-AASPCNJ01-001_Registro-de-GQA.docx,docx,https://drive.google.com/file/d/1AI6TXKQ5f6Oh5g6VmFgzTmXNQHEtLOlh/view?usp=drivesdk
04_registros/AASP_CNJ,ITP-AASPCNJ01-001_Estrategia-de-Integracao.docx,docx,https://drive.google.com/file/d/1tobpnNoEQf5LarNnPEJAEJnt5BAZGrtQ/view?usp=drivesdk
04_registros/AASP_CNJ,MED-AASPCNJ01-001_Registro-de-Medicao.docx,docx,https://drive.google.com/file/d/1ePiJ3ONIXZf2gN00FzXuyUCIXdrpezsx/view?usp=drivesdk
04_registros/AASP_CNJ,PCP-AASPCNJ01-001_Documento-de-Design.docx,docx,https://drive.google.com/file/d/1ywDtDrM3zHptY2XfL6ut22ra3MEbuLTe/view?usp=drivesdk
04_registros/AASP_CNJ,PLA-AASPCNJ01-001_Plano-de-Projeto.docx,docx,https://drive.google.com/file/d/1y9zo8Fx1AewE2z9GVdmhsecKySyDoSf6/view?usp=drivesdk
04_registros/AASP_CNJ,RAC-AASPCNJ01-001_Relatorio-de-Acompanhamento.docx,docx,https://drive.google.com/file/d/1G_0Odyq4HbI3nfCyDh7-zZoXDgu_BiON/view?usp=drivesdk
04_registros/AASP_CNJ,RASTR-AASPCNJ01-001_Matriz-de-Rastreabilidade.docx,docx,https://drive.google.com/file/d/1lfPyboZZ3hd-8g3IzjQRQciVYXCztgZw/view?usp=drivesdk
04_registros/AASP_CNJ,REL-VV-AASPCNJ01-001_Relatorio-de-Execucao-de-Testes.docx,docx,https://drive.google.com/file/d/1whC8gTS2Mz1CW7QajDlOMvfXNlxt5AP6/view?usp=drivesdk
04_registros/AASP_CNJ,REQ-AASPCNJ01-001_Documento-de-Requisitos.docx,docx,https://drive.google.com/file/d/1GDwHhtK1Nc-2AptWo8HIryVHeOF8hzj5/view?usp=drivesdk
04_registros/AASP_CNJ,REV-AASPCNJ01-001_Registro-de-Revisao-por-Pares.docx,docx,https://drive.google.com/file/d/1PfM9kKAjFJofhtJn5xqgicqG-0-v3mA-/view?usp=drivesdk
04_registros/AASP_CNJ,TAP-AASPCNJ01-001_Termo-de-Abertura.docx,docx,https://drive.google.com/file/d/1hKBUW2dTTfmd8PEs36tEuIQjsKjPAuRF/view?usp=drivesdk
04_registros/AASP_CNJ,VV-AASPCNJ01-001_Plano-de-VV.docx,docx,https://drive.google.com/file/d/199h316ZoZ43k7W_rnPpNq6GTBr502zuu/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,ADAP-FRUKI01-001_Registro-de-Adaptacao.docx,docx,https://drive.google.com/file/d/1NaEJlUDHw0FE6fgH28gpifHft7ZLxUyL/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,ADAP-FRUKI01-002_Registro-de-Adaptacao-PacoteFinal24.docx,docx,https://drive.google.com/file/d/1LNzyoQkTM7oLgWtSCPY6VxNqt4JS_MzM/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,ATA-FRUKI01-001_Ata-de-Kickoff.docx,docx,https://drive.google.com/file/d/1pjAXblbrxR8Y6p5eq2BDYRBpiYlK3Ag_/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,ATA-FRUKI01-002_Ata-Levantamento-Metas.docx,docx,https://drive.google.com/file/d/1cypxWHL-NU9CPnLV47N-bKnP0QrSIB17/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,ATA-FRUKI01-003_Ata-de-Aceite-Final.docx,docx,https://drive.google.com/file/d/1m0odZUeHy212r9AQwyZ_sfwXzznT4oqJ/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,ATA-FRUKI01-004_Ata-Validacao-Sprint1-NaoAlocados.docx,docx,https://drive.google.com/file/d/10Qo6yB8nqAQmzacMbuLZaVv1ZaX178Lt/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,ATA-FRUKI01-005_Ata-Validacao-Sprint2-RegraDeOuro.docx,docx,https://drive.google.com/file/d/1VmGwsZK4GLu_zpzmrHnD2XOChsiR1GZr/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,ATA-FRUKI01-006_Ata-Validacao-Sprint3-PDV.docx,docx,https://drive.google.com/file/d/1ujgsYTHnAVE_J60APn-OqGSRaCTbfPHf/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,ATA-FRUKI01-007_Ata-Piloto-Pacote1.docx,docx,https://drive.google.com/file/d/1bNAl7ljD0PhTyZEb-2ngdIbBzCpvNY2q/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,ATAFRUKI01008_AtaKickoffPacoteFinal24.docx,docx,https://drive.google.com/file/d/11alVpwlnsPjgd1_PO4OzMBXeJLRz6PXi/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,AnaliseDecisao_FTFRUKI_TIMEWARE.xlsx,xlsx,https://drive.google.com/file/d/19sYcZ40SHiEe7qUV7jau-3fruYrAzjWp/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,CR-FRUKI01-001_Solicitacao-de-Mudanca-RegraDeOuro.docx,docx,https://drive.google.com/file/d/1z2TIuyQQTiU7fOKmK0kQfziTtE8NqiLc/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,GCO-FRUKI01-001_Registro-de-Configuracao.docx,docx,https://drive.google.com/file/d/1fMcui7ebx_4af41JtRltlCCJzDWkd1eA/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,GDE-FRUKI01-001_Registro-de-Decisao.docx,docx,https://drive.google.com/file/d/1h8FKsNP59PnO8tzm2WEJ_vgsZYRSmjwX/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,GEST-FRUKI01-001_Planilha-de-Gestao-do-Projeto.xlsx,xlsx,https://drive.google.com/file/d/1RsktvVNbrH1f-RmcV3_AmIu3uJt9Q7sH/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,GQA-FRUKI01-001_Registro-de-GQA.docx,docx,https://drive.google.com/file/d/1jmdev8ggRDsbM_CrkMQY_oKaImvKG4vM/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,ITP-FRUKI01-001_Estrategia-de-Integracao.docx,docx,https://drive.google.com/file/d/19YCw05XWIRh-NaI5GWf1c-MF6m5AhIra/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,ITP-FRUKI01-002_Estrategia-de-Integracao-PacoteFinal24.docx,docx,https://drive.google.com/file/d/1A-6S0ZZmHteTzIjSNP46H2OJYgeI-Gc7/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,LI-FRUKI01-001_Licoes-Aprendidas.docx,docx,https://drive.google.com/file/d/1pXvWCErdbUdvvAcXV93935DeGW6bJ7xL/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,MED-FRUKI01-001_Registro-de-Medicao.docx,docx,https://drive.google.com/file/d/1D6gCK_SBP31WdmYGToQH2iCZV1RdzhWI/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,PCP-FRUKI01-001_Documento-de-Design.docx,docx,https://drive.google.com/file/d/1ff6Ha1FH1T1XAJGnmdy2QvkrqXxCUg2s/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,PCP-FRUKI01-002_Documento-de-Design-PacoteFinal24.docx,docx,https://drive.google.com/file/d/17KodAvypysQkbqocfQIrlE2q1dfRIUnY/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,PLA-FRUKI01-001_Plano-de-Projeto.docx,docx,https://drive.google.com/file/d/1WEPaZNg7rxj29B48l_scz7x7CyLlvoSf/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,PLA-FRUKI01-002_Plano-de-Projeto-PacoteFinal24.docx,docx,https://drive.google.com/file/d/1d0l6IhtfbI9hE0UYxQm6nVq9grpjKnpn/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,RAC-FRUKI01-001_Relatorio-de-Acompanhamento.docx,docx,https://drive.google.com/file/d/1_C3hZUp-7-2ldAa2BmIfZ3tMfa9WX0bd/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,RASTR-FRUKI01-001_Matriz-de-Rastreabilidade.docx,docx,https://drive.google.com/file/d/1SokajsndvgCtPAX7FyUpNp9mIDxQrVQf/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,RASTR-FRUKI01-002_Matriz-de-Rastreabilidade-PacoteFinal24.docx,docx,https://drive.google.com/file/d/1S4nR_PkZnGQrm6ppWv47ftgH2ptyG9xJ/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,REQ-FRUKI01-001_Documento-de-Requisitos.docx,docx,https://drive.google.com/file/d/1mCQ9GroaEFEjulblg31P0Kdknw95w8LJ/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,REQ-FRUKI01-002_Documento-de-Requisitos-PacoteFinal24.docx,docx,https://drive.google.com/file/d/1GexOXykQE4rnKFPmeW1kVQac18vsnlnQ/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,TAE-FRUKI01-001_Termo-de-Encerramento.docx,docx,https://drive.google.com/file/d/1JNvLtWIaqno7WXqzPfQwcK1bRE3UjCRv/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,TAE-FRUKI01-002_Termo-de-Encerramento-PacoteFinal24.docx,docx,https://drive.google.com/file/d/1D3T0RHrOPhOq08Edxc1fWW-cZ1uR-e2n/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,TAP-FRUKI01-001_Termo-de-Abertura.docx,docx,https://drive.google.com/file/d/1ehO_9gQoPrLS-Ykhxfnnsrn9KZ9o8zdH/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,TAP-FRUKI01-002_Termo-de-Abertura-PacoteFinal24.docx,docx,https://drive.google.com/file/d/1UUmn_lYKBv8eG5UZBaLipFbSMdnYTxgU/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,VV-FRUKI01-001_Plano-VeV.docx,docx,https://drive.google.com/file/d/1yCFY98oM8rlf44HUIeERib4_7jtYsKeU/view?usp=drivesdk
04_registros/FTFRUKI_SuperApp-Forca-de-Vendas,VV-FRUKI01-002_Plano-VeV-PacoteFinal24.docx,docx,https://drive.google.com/file/d/1d_okleyBKoPtPW2zEy7300KiXoWL62oj/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,ADAP-GASMIG02-001_Registro-de-Adaptacao.docx,docx,https://drive.google.com/file/d/1uDnjyU3hDOdzbVZPUFA-1PGqXCsuDeS7/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,ADAP-GASMIG02-002_Registro-de-Adaptacao-OS002.docx,docx,https://drive.google.com/file/d/1oQshhvn5DIq1DoB3rybc8jEbP_OdEnfn/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,ATA-GASMIG02-001_Ata-de-Kickoff.docx,docx,https://drive.google.com/file/d/1XcstqfQTQC0cm8wZgfc9oLgjSknU6Ueq/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,ATA-GASMIG02-002_Ata-de-Aceite-OS001.docx,docx,https://drive.google.com/file/d/1CcRbEbIcDWeHO7sOznH_FcuK-uVVusM0/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,ATA-GASMIG02-003_Apresentacao-Entrega-OS002.docx,docx,https://drive.google.com/file/d/1YCW3PFHS2p1bh8O6VWyZ8y2NFoG6ZWFN/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,AnaliseDecisao_FTGASMIG_TIMEWARE.xlsx,xlsx,https://drive.google.com/file/d/1u5oCqJrnQuaPBUMqTNQvaukwxqZvsmQi/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,CAP-GASMIG02-001_Registro-de-Capacitacao-da-Equipe.docx,docx,https://drive.google.com/file/d/1ibleg7tRQDHfYp3ahRpAlbYjKetFDzzT/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,GCO-GASMIG02-001_Gerencia-de-Configuracao.docx,docx,https://drive.google.com/file/d/1qpIzDVbsmVYkiXW9NNdciOuv5iovMNu4/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,GDE-GASMIG02-001_Registro-de-Analise-de-Decisao.docx,docx,https://drive.google.com/file/d/1sqAtX-R1-EjASMtMCnp_fjiessTaSaQU/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,GEST-GASMIG02_Planilha-de-Gestao-do-Projeto.xlsx,xlsx,https://drive.google.com/file/d/1r_dSFP9AmEnj79FkmqU80OkuYWnwzfZS/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,GQA-GASMIG02-001_Registro-de-GQA.docx,docx,https://drive.google.com/file/d/1V-T1g_9AKu9TLFPROMR0fA1gkyx180a-/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,ITP-GASMIG02-002_Estrategia-de-Integracao-OS002.docx,docx,https://drive.google.com/file/d/1JIAbQHVpTSO3V0AKGnWyVwEs6zuTWX7R/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,LI-GASMIG02-001_Licoes-Aprendidas.docx,docx,https://drive.google.com/file/d/1ra9yyJuVYa2tmQW0DKwbJgannxAI2W0E/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,MED-GASMIG02-001_Registro-de-Medicao.docx,docx,https://drive.google.com/file/d/1LtjN_WSjn_g1wQ_RRLe4Z4KP6Cnu-Ohx/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,PCP-GASMIG02-001_Documento-de-Design.docx,docx,https://drive.google.com/file/d/1YI-40O6IWGMB0C_R6ytpbxc2w1E7W4fF/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,PCP-GASMIG02-002_Documento-de-Design-OS002.docx,docx,https://drive.google.com/file/d/1Q4M2R4uqiy81BP8L3HiQ_idRqmpMt8Cw/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,PLA-GASMIG02-001_Plano-de-Projeto.docx,docx,https://drive.google.com/file/d/1ZIwX-h0RDNJfhO5AXev2vqhYrGHOr2qf/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,PLA-GASMIG02-002_Plano-de-Projeto-OS002.docx,docx,https://drive.google.com/file/d/1jfUDk7bhCtOXUYDcBnpjOx8FARp2VqPH/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,RAC-GASMIG02-001_Relatorio-de-Acompanhamento.docx,docx,https://drive.google.com/file/d/1bAl8o8UPkTb1AHypGNvRxEJG8UYswpvS/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,RASTR-GASMIG02-001_Matriz-de-Rastreabilidade.docx,docx,https://drive.google.com/file/d/1_delTbo-PEeRpuGGGagv5p2SOF-ZNRos/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,RASTR-GASMIG02-002_Matriz-de-Rastreabilidade-OS002.docx,docx,https://drive.google.com/file/d/1tfy9oNEOsThCKNb1YrvQq8Ll1jX9kYJO/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,REQ-GASMIG02-001_Documento-de-Requisitos.docx,docx,https://drive.google.com/file/d/13duq0igfGKvJAHKh_sD9TN7WqTpuOfdn/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,REQ-GASMIG02-002_Documento-de-Requisitos-OS002.docx,docx,https://drive.google.com/file/d/1_yN7yHPBc9iKilAlxd4pxj52G1_WoCHP/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,REV-GASMIG02-001_Registro-de-Verificacao-Tecnica.docx,docx,https://drive.google.com/file/d/1biHfNjSf_g7hnUcjBATCG48aG7ARNvRL/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,TAE-GASMIG02-001_Termo-de-Encerramento-OS001.docx,docx,https://drive.google.com/file/d/1mw7eJBj6HANyIYJ1MgxEnO59ML9sl5aa/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,TAE-GASMIG02-002_Termo-de-Encerramento-OS002.docx,docx,https://drive.google.com/file/d/1-zvT45vPsVTAwmcEzQVak8qKT4dnQWEr/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,TAP-GASMIG02-001_Termo-de-Abertura.docx,docx,https://drive.google.com/file/d/1WW3VNRafS44JkZiXK29Rm7bYI7NbP9rS/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,TAP-GASMIG02-002_Termo-de-Abertura-OS002.docx,docx,https://drive.google.com/file/d/1cMUOhgzZzj6wwWIijFMDugRVZIl8aPvf/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,VV-GASMIG02-001_Plano-de-VV.docx,docx,https://drive.google.com/file/d/15t1yh5oMbpFZ47rREDx9kJPgS8oXyRmy/view?usp=drivesdk
04_registros/FTGASMIG_Governanca-APIs/GASMIG02_Fundacao-Tecnologica,VV-GASMIG02-002_Plano-de-VV-OS002.docx,docx,https://drive.google.com/file/d/18GgauiJykVy8AASSKtJcqkt2FR-6AuRv/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,ADAP-PROFARMA01-001_Registro-de-Adaptacao.docx,docx,https://drive.google.com/file/d/1aRgkciq4Ed3iPJgEbe1jJnpkXKlF4Tma/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,ATA-PROFARMA01-001_Ata-de-Kickoff.docx,docx,https://drive.google.com/file/d/1uNkVDge5WAgwLTCcUFZmBLlqKog16nmG/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,ATA-PROFARMA01-002_Ata-de-Aceite-Final.docx,docx,https://drive.google.com/file/d/1odIVE62I5L7iqqLFUCACbHt3w2HRB8yR/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,Analise-Decisao_PROFARMA_TIMEWARE.xlsx,xlsx,https://drive.google.com/file/d/1iS1LRiviBLZgmxymc7Hfq7szzjUGkHjK/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,CR-PROFARMA01-001_Registro-de-Change-Requests.docx,docx,https://drive.google.com/file/d/1XWRRoeJ6NnvjCG3S0hlyPyxnMfkf9vM7/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,CTQ-PROFARMA01-001_Cenarios-de-Teste-Homologacao.docx,docx,https://drive.google.com/file/d/1ts70FWbIasG3sf9qDBSw8cXldJfRJ7bY/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,EV-AzureDevOps-PROFARMA01-001.docx,docx,https://drive.google.com/file/d/1K3LjcxoNE5lRsuUe0IIkCtwreoj3Bizv/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,EV-Jira-PROFARMA01-001.docx,docx,https://drive.google.com/file/d/1ftGwgagbTkMohz_ZpKcLT0Z1_cPq_4A9/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,EV-Swagger-PROFARMA01-001.docx,docx,https://drive.google.com/file/d/17hu5hEzQctuc6OaDun7ki1pn1f-fp7cL/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,GCO-PROFARMA01-001_Registro-de-Gerencia-de-Configuracao.docx,docx,https://drive.google.com/file/d/1ld1PXP0yafu0eW7nUNXN0iRCm1P7cskc/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,GDE-PROFARMA01-001_Registro-de-Analise-de-Decisao.docx,docx,https://drive.google.com/file/d/1wU_hxVhwrX-XUT1OQmEKxw80Mz0T5Rat/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,GEST-PROFARMA01_Planilha-de-Gestao-do-Projeto.xlsx,xlsx,https://drive.google.com/file/d/12SEFOVCAA1jVQRgM1c1RDR_CL3KaW32_/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,GQA-PROFARMA01-001_Registro-de-GQA.docx,docx,https://drive.google.com/file/d/1hefq-kmdiYVOIvc0RoWHcSVQDBbL8Fq4/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,ITP-PROFARMA01-001_Estrategia-de-Integracao.docx,docx,https://drive.google.com/file/d/1DKKcqAZK78dkV2UIRRSXHtELjnxdw4aj/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,LI-PROFARMA01-001_Licoes-Aprendidas.docx,docx,https://drive.google.com/file/d/1NMayhfr_e6Li-R0NEGoST5QATJgifMc7/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,MED-PROFARMA01-001_Registro-de-Medicao.docx,docx,https://drive.google.com/file/d/1nmbiWfvYMAAa7Y5pO14VxaZgxEPQuKOn/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,PCP-PROFARMA01-001_Documento-de-Design.docx,docx,https://drive.google.com/file/d/1t0fD748MR_EBRMHsgQzVGLKRnJ4Zq7__/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,PLA-PROFARMA01-001_Plano-de-Projeto.docx,docx,https://drive.google.com/file/d/189Kp-xA8BJ3SsO9NhxDyDOUtX3dADifK/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,RAC-PROFARMA01-001_Relatorio-de-Acompanhamento.docx,docx,https://drive.google.com/file/d/1HjCxyFwvC7Fxp4OXwxjqqL7OyYlSfI9x/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,RASTR-PROFARMA01-001_Matriz-de-Rastreabilidade.docx,docx,https://drive.google.com/file/d/1ep0JvVMNhdLVRwWXVMIyfLxurd7ReAyI/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,REL-VV-PROFARMA01-001_Relatorio-de-Execucao-de-Testes.docx,docx,https://drive.google.com/file/d/1KF8zj0lufb0VPg6riJwGhibojJJIopHM/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,REQ-PROFARMA01-001_Documento-de-Requisitos.docx,docx,https://drive.google.com/file/d/17OE2PW4XkEy3OnJlSb6rtsHHh9ouTFJE/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,REV-PROFARMA01-001_Registro-de-Revisao-Tecnica.docx,docx,https://drive.google.com/file/d/1dHd-EpgVX2Mg2Wo5Y_uxB8KFH4qphhxM/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,TAE-PROFARMA01-001_Termo-de-Encerramento.docx,docx,https://drive.google.com/file/d/1k_UZ_jWRVmpHA1Iiysa7vKvUwQ1T8QED/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,TAP-PROFARMA01-001_Termo-de-Abertura.docx,docx,https://drive.google.com/file/d/13BKbRnLmlBDMBkioH54vOpmicKqlei8W/view?usp=drivesdk
04_registros/PROFARMA_Cadastro-de-Clientes,VV-PROFARMA01-001_Plano-de-VV.docx,docx,https://drive.google.com/file/d/15tRkpsMad47tD4gPdlLKImY5ipIadjxw/view?usp=drivesdk
05_capacidade,MAPA-CAP-001_Mapa-de-Capacidade-dos-Processos.docx,docx,https://drive.google.com/file/d/17csazhVOlhhgaMN-DCmoQEUiJsfrN1Il/view?usp=drivesdk
05_capacidade,MAPA-ORG-001_Matriz-de-Papeis-e-Responsabilidades.docx,docx,https://drive.google.com/file/d/1j98CQbhiUr74uV7VenwJcEhnLmLupxhe/view?usp=drivesdk
05_capacidade,MAPA-ORG-001_Matriz-de-Papeis-e-Responsabilidades.xlsx,xlsx,https://drive.google.com/file/d/1i87bnTiddeMILoHq3CBlyZ-WzPS5meEW/view?usp=drivesdk
